caste1,degree,employed1,income1,mother1,occupation,religion1,account
Ad Dharmi,Arts/Graphic Designing,Private Sector,INR 20 lakhs to 25 lakhs,Punjabi,Hotels/Restaurants,Hindu,real
Sikh - Arora,BE B.Tech (Engineering),MNC,INR 20 lakhs to 25 lakhs,Punjabi,Oil/Gas,Sikh,real
Arora,12th,Others,INR 25 lakhs to 30 lakhs,Punjabi,Others,Hindu,real
Khatri,ME/M.Tech/MS (Engg/Sciences),Not Working,INR 25 lakhs to 30 lakhs,Punjabi,Civil Services/Law Enforcement,Hindu,real
Sikh - Khatri,MBA/PGDM,Central Government,INR 3 lakhs to 4 lakhs,Punjabi,Banking/Insurance/Financial Services,Sikh,real
Ad Dharmi,MA (Arts),Public Sector,INR 3 lakhs to 4 lakhs,Punjabi,Civil Services/Law Enforcement,Hindu,real
Brahmin,B.Sc (Science),Private Sector,INR 3 lakhs to 4 lakhs,Punjabi,Customer Service/Call Centre/BPO,Hindu,real
Brahmin,MBA/PGDM,MNC,INR 3 lakhs to 4 lakhs,Punjabi,Customer Service/Call Centre/BPO,Hindu,real
Sia,B.Com (Commerce),Private Sector,INR 3 lakhs to 4 lakhs,Punjabi,Customer Service/Call Centre/BPO,Muslim,real
Punjabi,MBA/PGDM,Private Sector,INR 3 lakhs to 4 lakhs,Punjabi,Finance and Accounts,Hindu,real
Sikh - Gursikh,MA (Arts),Private Sector,INR 3 lakhs to 4 lakhs,Punjabi,IT,Sikh,real
Brahmin,MCA/PGDCA,MNC,INR 3 lakhs to 4 lakhs,Punjabi,IT,Hindu,real
Khatri,MCA/PGDCA,Private Sector,INR 3 lakhs to 4 lakhs,Punjabi,IT,Hindu,real
Sikh - Ramgharia,MBA/PGDM,Private Sector,INR 3 lakhs to 4 lakhs,Punjabi,Management/Corporate Professionals,Sikh,real
Rajput,BE B.Tech (Engineering),MNC,INR 3 lakhs to 4 lakhs,Punjabi,Manufacturing/Engineering/R&D,Hindu,real
Arora,B.Sc (Science),Private Sector,INR 3 lakhs to 4 lakhs,Punjabi,Others,Hindu,real
Nai,M.Sc. (Science),Private Sector,INR 3 lakhs to 4 lakhs,Punjabi,Sales/Business Development,Hindu,real
Khatri,B.A. (Arts),Private Sector,INR 3 lakhs to 4 lakhs,Punjabi,Sales/Business Development,Hindu,real
Arora,MBA/PGDM,Private Sector,INR 3 lakhs to 4 lakhs,Punjabi,Travel/Airlines,Hindu,real
Sikh - Khatri,B.Com (Commerce),Private Sector,INR 30 lakhs to 40 lakhs,Punjabi,Business Owner/Entrepreneur,Sikh,real
Sunni,B.Com (Commerce),State Government,INR 30 lakhs to 40 lakhs,Punjabi,Travel/Airlines,Muslim,real
Rajput,BE B.Tech (Engineering),Others,INR 30 lakhs to 40 lakhs,Punjabi,IT,Hindu,real
Sikh - Ramgharia,BE B.Tech (Engineering),Private Sector,INR 30 lakhs to 40 lakhs,Punjabi,Marketing and Communications,Sikh,real
Khatri,MBA/PGDM,MNC,INR 30 lakhs to 40 lakhs,Punjabi,Sales/Business Development,Hindu,real
Khatri,MBA/PGDM,Private Sector,INR 4 lakhs to 5 lakhs,Punjabi,Business Owner/Entrepreneur,Hindu,real
Sikh - Arora,MBA/PGDM,Others,INR 4 lakhs to 5 lakhs,Punjabi,Business Owner/Entrepreneur,Sikh,real
Soni,12th,Others,INR 4 lakhs to 5 lakhs,Punjabi,Business Owner/Entrepreneur,Hindu,real
Sikh - Majabi,B.Pharm (Pharmacy),Private Sector,INR 4 lakhs to 5 lakhs,Punjabi,Business Owner/Entrepreneur,Sikh,real
Sikh - Rajput,M.Ed. (Education),Private Sector,INR 4 lakhs to 5 lakhs,Punjabi,Education/Training,Sikh,real
Brahmin,B.A. (Arts),Public Sector,INR 4 lakhs to 5 lakhs,Punjabi,Finance and Accounts,Hindu,real
Gupta,MBA/PGDM,State Government,INR 4 lakhs to 5 lakhs,Punjabi,Finance and Accounts,Hindu,real
Khatri,Engineering,Public Sector,INR 4 lakhs to 5 lakhs,Punjabi,Government Employee,Hindu,real
Sikh - Ramgharia,B.A. (Arts),Central Government,INR 4 lakhs to 5 lakhs,Punjabi,Government Employee,Sikh,real
Sikh - Kamboj,BCA (Computer Application),MNC,INR 4 lakhs to 5 lakhs,Punjabi,IT,Sikh,real
Sikh - Arora,MBA/PGDM,Private Sector,INR 4 lakhs to 5 lakhs,Punjabi,Others,Sikh,real
Khatri,BL/LLB/BGL (Law),MNC,INR 4 lakhs to 5 lakhs,Punjabi,Travel/Airlines,Hindu,real
Khatri,B.Com (Commerce),Private Sector,INR 40 lakhs to 50 lakhs,Punjabi,Banking/Insurance/Financial Services,Hindu,real
Brahmin/Agarwal,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 40 lakhs to 50 lakhs,Punjabi,IT,Hindu,real
Khatri,BE B.Tech (Engineering),Others,INR 40 lakhs to 50 lakhs,Punjabi,Manufacturing/Engineering/R&D,Hindu,real
Sikh - Jat,B.A. (Arts),Central Government,INR 5 lakhs to 7 lakhs,Punjabi,Banking/Insurance/Financial Services,Sikh,real
Sikh - Arora,PG Diploma,MNC,INR 5 lakhs to 7 lakhs,Punjabi,Customer Service/Call Centre/BPO,Sikh,real
Sikh - Ramgharia,BE B.Tech (Engineering),Central Government,INR 5 lakhs to 7 lakhs,Punjabi,Government Employee,Sikh,real
Sikh - Jat,M.Ed. (Education),Central Government,INR 50 lakhs and above,Punjabi,Construction,Sikh,real
Sikh - Jat,12th,Others,INR 50 lakhs and above,Punjabi,Defence,Sikh,real
Agarwal,M.Com. (Commerce),Others,INR 50 lakhs and above,Punjabi,Others,Hindu,real
Sikh - Jat,PG Diploma,Private Sector,INR 50 lakhs and above,Punjabi,Advertising/Entertainment/Media,Sikh,real
Sikh - Arora,MBA/PGDM,Private Sector,INR 50 lakhs and above,Punjabi,Advertising/Entertainment/Media,Sikh,real
Sikh - Ramgharia,ME/M.Tech/MS (Engg/Sciences),MNC,INR 50 lakhs and above,Punjabi,Electronics,Sikh,real
Sikh - Arora,Other Diploma,Others,INR 50 thousand to 1 lakh,Punjabi,Others,Sikh,real
Sikh - Khatri,B.A. (Arts),Others,INR 7 lakhs to 10 lakhs,Punjabi,Advertising/Entertainment/Media,Sikh,real
Sikh - Khatri,BFA (Fine Arts),MNC,INR 7 lakhs to 10 lakhs,Punjabi,Artists/Animators/Web Designers,Sikh,real
Khatri,B.Com (Commerce),Private Sector,INR 7 lakhs to 10 lakhs,Punjabi,Banking/Insurance/Financial Services,Hindu,real
Sikh - Kesadhari,B.Com (Commerce),MNC,INR 7 lakhs to 10 lakhs,Punjabi,Banking/Insurance/Financial Services,Sikh,real
Sikh - Ramgharia,BE B.Tech (Engineering),Others,INR 7 lakhs to 10 lakhs,Punjabi,Business Owner/Entrepreneur,Sikh,real
Bhandari,12th,Private Sector,INR 7 lakhs to 10 lakhs,Punjabi,Business Owner/Entrepreneur,Hindu,real
Arora,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Punjabi,Business Owner/Entrepreneur,Hindu,real
Sikh - Khatri,B.Com (Commerce),Others,INR 7 lakhs to 10 lakhs,Punjabi,Business Owner/Entrepreneur,Sikh,real
Arora,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Punjabi,Construction,Hindu,real
Sikh - Rajput,B.Com (Commerce),MNC,INR 7 lakhs to 10 lakhs,Punjabi,Customer Service/Call Centre/BPO,Sikh,real
Sikh - Khatri,BE B.Tech (Engineering),Central Government,INR 7 lakhs to 10 lakhs,Punjabi,Defence,Sikh,real
Khatri,B.A. (Arts),Central Government,INR 7 lakhs to 10 lakhs,Punjabi,Defence,Hindu,real
Sikh - Kamboj,ME/M.Tech/MS (Engg/Sciences),Public Sector,INR 7 lakhs to 10 lakhs,Punjabi,Education/Training,Sikh,real
Arora,MDS (Master of Dental Surgery),Central Government,INR 7 lakhs to 10 lakhs,Punjabi,Health Care,Hindu,real
Khatri,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Punjabi,Hotels/Restaurants,Hindu,real
Sikh - Ramgharia,MSW (Social Work),MNC,INR 7 lakhs to 10 lakhs,Punjabi,Human Resource,Sikh,real
Arora,MCA/PGDCA,Private Sector,INR 7 lakhs to 10 lakhs,Punjabi,IT,Hindu,real
Agarwal,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Punjabi,IT,Hindu,real
Khatri,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Punjabi,IT,Hindu,real
Sonar,MCA/PGDCA,MNC,INR 7 lakhs to 10 lakhs,Punjabi,IT,Hindu,real
Khatri,BCA (Computer Application),MNC,INR 7 lakhs to 10 lakhs,Punjabi,IT,Hindu,real
Saini,MBA/PGDM,Public Sector,INR 7 lakhs to 10 lakhs,Punjabi,Manufacturing/Engineering/R&D,Hindu,real
Shewetamber,12th,Others,INR 7 lakhs to 10 lakhs,Punjabi,Retail Chains,Jain,real
Khatri,Other Diploma,Others,INR 7 lakhs to 10 lakhs,Punjabi,Sales/Business Development,Hindu,real
Arora,B.A. (Arts),Others,INR 7 lakhs to 10 lakhs,Punjabi,Sales/Business Development,Hindu,real
Sikh - Arora,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Punjabi,Telecom/ISP,Sikh,real
Arora,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Punjabi,Telecom/ISP,Hindu,real
Sikh - Ramgharia,B.A. (Arts),Private Sector,Don't wish to specify,Punjabi,Business Owner/Entrepreneur,Sikh,real
Arora,CA (Chartered Accountant),MNC,Don't wish to specify,Punjabi,Banking/Insurance/Financial Services,Hindu,real
Brahmin,BE B.Tech (Engineering),Others,Don't wish to specify,Punjabi,Business Owner/Entrepreneur,Hindu,real
Sikh - Clean Shaven,B.A. (Arts),Others,Don't wish to specify,Punjabi,Business Owner/Entrepreneur,Sikh,real
Rajput,B.Sc (Science),State Government,Don't wish to specify,Punjabi,Government Employee,Hindu,real
Sikh - Jat,12th,Public Sector,Don't wish to specify,Punjabi,Hotels/Restaurants,Sikh,real
Brahmin,Other Diploma,Not Working,Don't wish to specify,Punjabi,Non Working,Hindu,real
Sikh - Jat,10th,Not Working,Don't wish to specify,Punjabi,Non Working,Sikh,real
Sikh - Arora,B.A. (Arts),Not Working,Don't wish to specify,Punjabi,Non Working,Sikh,real
Mehra,B.Com (Commerce),Not Working,Don't wish to specify,Punjabi,Non Working,Hindu,real
Sikh - Gursikh,B.Com (Commerce),Public Sector,Don't wish to specify,Punjabi,Education/Training,Sikh,real
Sikh - Ramgharia,PG Diploma,Private Sector,Don't wish to specify,Punjabi,Business Owner/Entrepreneur,Sikh,real
Sikh - Khatri,MA (Arts),Private Sector,Don't wish to specify,Punjabi,Business Owner/Entrepreneur,Sikh,real
Others,PG Diploma,MNC,Don't wish to specify,Punjabi,Business Owner/Entrepreneur,Muslim,real
Sikh - Lubana,ME/M.Tech/MS (Engg/Sciences),State Government,Don't wish to specify,Punjabi,Health Care,Sikh,real
Sikh - Ahluwalia,B.Com (Commerce),Private Sector,Don't wish to specify,Punjabi,Marketing and Communications,Sikh,real
Rajput,MBA/PGDM,Private Sector,Don't wish to specify,Punjabi,Retail Chains,Hindu,real
Khatri,Engineering,Private Sector,Don't wish to specify,Punjabi,Sales/Business Development,Hindu,real
Sikh - Jat,Ph.D. (Doctorate),Central Government,Don't wish to specify,Punjabi,Science,Sikh,real
Sikh - Ramgharia,BE B.Tech (Engineering),Private Sector,Don't wish to specify,Punjabi,Telecom/ISP,Sikh,real
Sikh - Gursikh,ML/LLM (Law),Private Sector,Don't wish to specify,Punjabi,Legal,Sikh,real
Punjabi,B.Sc (Science),Private Sector,Don't wish to specify,Punjabi,Purchase/Logistics/Supply chain,Hindu,real
Shewetamber,B.Com (Commerce),Public Sector,INR 1 lakh to 2 lakhs,Rajasthani,Finance and Accounts,Jain,real
Brahmin,MBA/PGDM,MNC,INR 1 lakh to 2 lakhs,Rajasthani,Human Resource,Hindu,real
Agarwal,B.Sc (Science),MNC,INR 3 lakhs to 4 lakhs,Rajasthani,IT,Hindu,real
Rajput,12th,Private Sector,INR 3 lakhs to 4 lakhs,Rajasthani,Management/Corporate Professionals,Hindu,real
Brahmin,MBA/PGDM,MNC,INR 4 lakhs to 5 lakhs,Rajasthani,IT,Hindu,real
Scheduled Caste,BHMS (Homeopathy),Private Sector,INR 5 lakhs to 7 lakhs,Rajasthani,Health Care,Hindu,real
Sindhi,MBA/PGDM,Others,INR 10 lakhs to 15 lakhs,Sindhi,Business Owner/Entrepreneur,Hindu,real
Sindhi,MBA/PGDM,Others,INR 10 lakhs to 15 lakhs,Sindhi,Business Owner/Entrepreneur,Hindu,real
Sindhi,B.Com (Commerce),Others,INR 15 lakhs to 20 lakhs,Sindhi,Business Owner/Entrepreneur,Hindu,real
Sindhi,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 15 lakhs to 20 lakhs,Sindhi,IT,Hindu,real
Sakkhar Sindhi,B.Com (Commerce),MNC,INR 2 lakhs to 3 lakhs,Sindhi,Banking/Insurance/Financial Services,Hindu,real
Sahiti Sindhi,B.A. (Arts),Private Sector,INR 2 lakhs to 3 lakhs,Sindhi,Marketing and Communications,Hindu,real
Sindhi,MBA/PGDM,MNC,INR 3 lakhs to 4 lakhs,Sindhi,Banking/Insurance/Financial Services,Hindu,real
Sindhi,MBA/PGDM,Private Sector,INR 3 lakhs to 4 lakhs,Sindhi,Purchase/Logistics/Supply chain,Hindu,real
Sindhi,MBA/PGDM,Private Sector,INR 3 lakhs to 4 lakhs,Sindhi,Telecom/ISP,Hindu,real
Sindhi,MBA/PGDM,Others,INR 4 lakhs to 5 lakhs,Sindhi,Others,Hindu,real
Sahiti Sindhi,MBA/PGDM,MNC,INR 4 lakhs to 5 lakhs,Sindhi,Sales/Business Development,Hindu,real
Sahiti Sindhi,B.Com (Commerce),Private Sector,INR 4 lakhs to 5 lakhs,Sindhi,Sales/Business Development,Hindu,real
Sindhi,B.Com (Commerce),Others,INR 40 lakhs to 50 lakhs,Sindhi,Finance and Accounts,Hindu,real
Sindhi,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Sindhi,Banking/Insurance/Financial Services,Hindu,real
Shikarpuri Sindhi,Other Diploma,Others,INR 7 lakhs to 10 lakhs,Sindhi,Business Owner/Entrepreneur,Hindu,real
Sindhi-Sakkhar,B.Com (Commerce),MNC,INR 7 lakhs to 10 lakhs,Sindhi,IT,Hindu,real
Sindhi-Shikarpuri,B.Com (Commerce),Others,Don't wish to specify,Sindhi,Business Owner/Entrepreneur,Hindu,real
Sindhi,10th,Not Working,Don't wish to specify,Sindhi,Non Working,Hindu,real
Sindhi,B.A. (Arts),Others,Don't wish to specify,Sindhi,Others,Hindu,real
Sindhi,B.Com (Commerce),Private Sector,Don't wish to specify,Sindhi,Business Owner/Entrepreneur,Hindu,real
Hindu-Others,M.Tech,Private Sector,Don't wish to specify,Sindhi,IT,Hindu,real
Catholic,M.Sc. (Science),Central Government,INR 1 lakh to 2 lakhs,Tamil,Admin/Secretarial,Christian,real
Mukkulathor,B.A. (Arts),State Government,INR 1 lakh to 2 lakhs,Tamil,Admin/Secretarial,Hindu,real
Brahmin,Other Diploma,Private Sector,INR 1 lakh to 2 lakhs,Tamil,Construction,Hindu,real
Vannia Kula Kshatriyar,BE B.Tech (Engineering),Private Sector,INR 1 lakh to 2 lakhs,Tamil,Electronics,Hindu,real
Muthuraja,MBA/PGDM,Private Sector,INR 1 lakh to 2 lakhs,Tamil,Finance and Accounts,Hindu,real
Nadar,B.Sc (Science),MNC,INR 1 lakh to 2 lakhs,Tamil,IT,Hindu,real
Chettiar,BE B.Tech (Engineering),MNC,INR 1 lakh to 2 lakhs,Tamil,IT,Hindu,real
Gounder,MCA PGDCA part time,Private Sector,INR 1 lakh to 2 lakhs,Tamil,IT,Hindu,real
Naicker,MBA/PGDM,Private Sector,INR 1 lakh to 2 lakhs,Tamil,Management/Corporate Professionals,Hindu,real
Sunni,MBA/PGDM,Public Sector,INR 1 lakh to 2 lakhs,Tamil,Management/Corporate Professionals,Muslim,real
Chettiar,B.A. (Arts),Private Sector,INR 1 lakh to 2 lakhs,Tamil,Management/Corporate Professionals,Hindu,real
Mudaliyar,B.Com (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Tamil,Marketing and Communications,Hindu,real
Scheduled Caste,Engineering,Private Sector,INR 1 lakh to 2 lakhs,Tamil,Others,Hindu,real
Senguntha Mudaliyar,10th,Others,INR 1 lakh to 2 lakhs,Tamil,Others,Hindu,real
Mukkulathor,12th,Others,INR 1 lakh to 2 lakhs,Tamil,Sales/Business Development,Hindu,real
Mudaliyar,BE B.Tech (Engineering),Private Sector,INR 1 lakh to 2 lakhs,Tamil,Telecom/ISP,Hindu,real
Adi Dravida,MCA/PGDCA,MNC,INR 10 lakhs to 15 lakhs,Tamil,Admin/Secretarial,Hindu,real
Protestant,MBA/PGDM,MNC,INR 10 lakhs to 15 lakhs,Tamil,Banking/Insurance/Financial Services,Christian,real
Scheduled Caste,BE B.Tech (Engineering),MNC,INR 10 lakhs to 15 lakhs,Tamil,Electronics,Hindu,real
Catholic,M.Com. (Commerce),Others,INR 10 lakhs to 15 lakhs,Tamil,Human Resource,Christian,real
Brahmin,MBA/PGDM,MNC,INR 10 lakhs to 15 lakhs,Tamil,Human Resource,Hindu,real
Brahmin - Iyer,BE B.Tech (Engineering),Private Sector,INR 10 lakhs to 15 lakhs,Tamil,IT,Hindu,real
Senguntha Mudaliyar,MCA/PGDCA,Private Sector,INR 10 lakhs to 15 lakhs,Tamil,IT,Hindu,real
Naidu,Ph.D. (Doctorate),Others,INR 10 lakhs to 15 lakhs,Tamil,Science,Hindu,real
Yadav,Engineering,Private Sector,INR 15 lakhs to 20 lakhs,Tamil,Construction,Hindu,real
Protestant,MBA/PGDM,Private Sector,INR 15 lakhs to 20 lakhs,Tamil,Education/Training,Christian,real
Protestant,MCA/PGDCA,MNC,INR 15 lakhs to 20 lakhs,Tamil,IT,Christian,real
Vishwakarma,M.Sc. (Science),MNC,INR 15 lakhs to 20 lakhs,Tamil,Manufacturing/Engineering/R&D,Hindu,real
Protestant,BE B.Tech (Engineering),MNC,INR 15 lakhs to 20 lakhs,Tamil,Oil/Gas,Christian,real
Tamil,BL/LLB/BGL (Law),Private Sector,INR 2 lakhs to 3 lakhs,Tamil,Advertising/Entertainment/Media,Hindu,real
Vishwakarma,Other Diploma,Private Sector,INR 2 lakhs to 3 lakhs,Tamil,Business Owner/Entrepreneur,Hindu,real
Catholic,B.Sc (Science),MNC,INR 2 lakhs to 3 lakhs,Tamil,Customer Service/Call Centre/BPO,Christian,real
Others,BE B.Tech (Engineering),MNC,INR 2 lakhs to 3 lakhs,Tamil,Customer Service/Call Centre/BPO,Christian,real
Chettiar,B.Com (Commerce),Private Sector,INR 2 lakhs to 3 lakhs,Tamil,Customer Service/Call Centre/BPO,Hindu,real
Naidu,M.Phil. (Philosophy),Private Sector,INR 2 lakhs to 3 lakhs,Tamil,Education/Training,Hindu,real
Nadar,M.Sc. (Science),Private Sector,INR 2 lakhs to 3 lakhs,Tamil,Education/Training,Hindu,real
Protestant,MBA/PGDM,Private Sector,INR 2 lakhs to 3 lakhs,Tamil,Finance and Accounts,Christian,real
Pillai,B.Com (Commerce),Private Sector,INR 2 lakhs to 3 lakhs,Tamil,Finance and Accounts,Hindu,real
Arya Vysya,Others,Central Government,INR 2 lakhs to 3 lakhs,Tamil,Government Employee,Hindu,real
Devar/Thevar/Mukkulathor,PG Diploma,MNC,INR 2 lakhs to 3 lakhs,Tamil,Hotels/Restaurants,Hindu,real
Brahmin,BE B.Tech (Engineering),Private Sector,INR 2 lakhs to 3 lakhs,Tamil,IT,Hindu,real
Catholic,BE B.Tech (Engineering),Private Sector,INR 2 lakhs to 3 lakhs,Tamil,IT,Christian,real
Kongu Vellala Gounder,BE B.Tech (Engineering),Private Sector,INR 2 lakhs to 3 lakhs,Tamil,IT,Hindu,real
Brahmin,Other Diploma,Others,INR 2 lakhs to 3 lakhs,Tamil,IT,Hindu,real
Meenavar,BE B.Tech (Engineering),MNC,INR 2 lakhs to 3 lakhs,Tamil,Manufacturing/Engineering/R&D,Hindu,real
Others,Other Diploma,Private Sector,INR 2 lakhs to 3 lakhs,Tamil,Manufacturing/Engineering/R&D,Christian,real
Protestant,BE B.Tech (Engineering),Private Sector,INR 2 lakhs to 3 lakhs,Tamil,Manufacturing/Engineering/R&D,Christian,real
Adi Dravida,MBA/PGDM,Private Sector,INR 2 lakhs to 3 lakhs,Tamil,Marketing and Communications,Hindu,real
Brahmin,B.Com (Commerce),Private Sector,INR 2 lakhs to 3 lakhs,Tamil,Sales/Business Development,Hindu,real
Vannia Kula Kshatriyar,10th,Others,INR 2 lakhs to 3 lakhs,Tamil,Travel/Airlines,Hindu,real
Others,BBA/BBM/BBS,MNC,INR 20 lakhs to 25 lakhs,Tamil,Hotels/Restaurants,Christian,real
Sunni,MBA/PGDM,Private Sector,INR 25 lakhs to 30 lakhs,Tamil,Management/Corporate Professionals,Muslim,real
Devar/Thevar/Mukkulathor,B.Sc (Science),Private Sector,INR 3 lakhs to 4 lakhs,Tamil,Artists/Animators/Web Designers,Hindu,real
Catholic,MA (Arts),Private Sector,INR 3 lakhs to 4 lakhs,Tamil,Banking/Insurance/Financial Services,Christian,real
Others,B.Com (Commerce),MNC,INR 3 lakhs to 4 lakhs,Tamil,Banking/Insurance/Financial Services,Christian,real
Vanniyar,12th,Others,INR 3 lakhs to 4 lakhs,Tamil,Business Owner/Entrepreneur,Hindu,real
Mudaliar Saiva,BE B.Tech (Engineering),MNC,INR 3 lakhs to 4 lakhs,Tamil,Business Owner/Entrepreneur,Hindu,real
Catholic,MBA/PGDM,Private Sector,INR 3 lakhs to 4 lakhs,Tamil,Finance and Accounts,Christian,real
Scheduled Caste,BE B.Tech (Engineering),MNC,INR 3 lakhs to 4 lakhs,Tamil,IT,Hindu,real
Mudaliyar,Engineering,Private Sector,INR 3 lakhs to 4 lakhs,Tamil,IT,Hindu,real
Kulalar,M.Sc. (Science),Private Sector,INR 3 lakhs to 4 lakhs,Tamil,IT,Hindu,real
Sunni,MCA/PGDCA,Private Sector,INR 3 lakhs to 4 lakhs,Tamil,IT,Muslim,real
Sunni,BE B.Tech (Engineering),MNC,INR 3 lakhs to 4 lakhs,Tamil,IT,Muslim,real
Yadav,Other Diploma,MNC,INR 3 lakhs to 4 lakhs,Tamil,IT,Hindu,real
Yadav,MBA/PGDM,MNC,INR 3 lakhs to 4 lakhs,Tamil,Management/Corporate Professionals,Hindu,real
Brahmin - Iyengar,B.Com (Commerce),Private Sector,INR 3 lakhs to 4 lakhs,Tamil,Management/Corporate Professionals,Hindu,real
Others,MBA/PGDM,MNC,INR 3 lakhs to 4 lakhs,Tamil,Management/Corporate Professionals,Christian,real
Protestant,PG Diploma,Private Sector,INR 3 lakhs to 4 lakhs,Tamil,Manufacturing/Engineering/R&D,Christian,real
Naidu,10th,Others,INR 3 lakhs to 4 lakhs,Tamil,Marketing and Communications,Hindu,real
Brahmin - Iyer,B.Com (Commerce),Others,INR 3 lakhs to 4 lakhs,Tamil,Others,Hindu,real
Mudaliyar,B.A. (Arts),Private Sector,INR 30 lakhs to 40 lakhs,Tamil,Hotels/Restaurants,Hindu,real
Adi Dravida,MBA/PGDM,Central Government,INR 4 lakhs to 5 lakhs,Tamil,Admin/Secretarial,Hindu,real
Brahmin,12th,Public Sector,INR 4 lakhs to 5 lakhs,Tamil,Banking/Insurance/Financial Services,Hindu,real
Vishwakarma,B.A. (Arts),Others,INR 4 lakhs to 5 lakhs,Tamil,Business Owner/Entrepreneur,Hindu,real
Padmashali,M.Sc. (Science),Private Sector,INR 4 lakhs to 5 lakhs,Tamil,Customer Service/Call Centre/BPO,Hindu,real
Vannia Kula Kshatriyar,MBA/PGDM,Private Sector,INR 4 lakhs to 5 lakhs,Tamil,Human Resource,Hindu,real
Kongu Vellala Gounder,BE B.Tech (Engineering),MNC,INR 4 lakhs to 5 lakhs,Tamil,IT,Hindu,real
Vannia Kula Kshatriyar,BE B.Tech (Engineering),MNC,INR 4 lakhs to 5 lakhs,Tamil,IT,Hindu,real
Brahmin - Iyer,BE B.Tech (Engineering),Private Sector,INR 4 lakhs to 5 lakhs,Tamil,Manufacturing/Engineering/R&D,Hindu,real
Naicker,MBA/PGDM,MNC,INR 4 lakhs to 5 lakhs,Tamil,Marketing and Communications,Hindu,real
Vishwakarma,MBA/PGDM,Private Sector,INR 4 lakhs to 5 lakhs,Tamil,Others,Hindu,real
Vannia Kula Kshatriyar,M.Sc. (Science),MNC,INR 4 lakhs to 5 lakhs,Tamil,Science,Hindu,real
Mudaliyar,Other Diploma,Others,INR 4 lakhs to 5 lakhs,Tamil,Telecom/ISP,Hindu,real
Pillai,MCA/PGDCA,MNC,INR 4 lakhs to 5 lakhs,Tamil,Telecom/ISP,Hindu,real
Scheduled Caste,MBBS,Public Sector,INR 40 lakhs to 50 lakhs,Tamil,Health Care,Hindu,real
Mudaliyar,Other Diploma,MNC,INR 40 lakhs to 50 lakhs,Tamil,Others,Hindu,real
Vishwakarma,B.A. (Arts),Others,INR 5 lakhs to 7 lakhs,Tamil,Business Owner/Entrepreneur,Hindu,real
Adi Dravida,BE B.Tech (Engineering),Central Government,INR 5 lakhs to 7 lakhs,Tamil,Civil Services/Law Enforcement,Hindu,real
Intercaste,BE B.Tech (Engineering),MNC,INR 5 lakhs to 7 lakhs,Tamil,IT,Hindu,real
Muthuraja,BE B.Tech (Engineering),MNC,INR 5 lakhs to 7 lakhs,Tamil,Manufacturing/Engineering/R&D,Hindu,real
Hindu-Others,BE B.Tech (Engineering),MNC,INR 5 lakhs to 7 lakhs,Tamil,Manufacturing/Engineering/R&D,Hindu,real
Naidu,BE B.Tech (Engineering),Private Sector,INR 50 lakhs and above,Tamil,IT,Hindu,real
Brahmin - Iyer,ME/M.Tech/MS (Engg/Sciences),MNC,INR 50 lakhs and above,Tamil,Oil/Gas,Hindu,real
Kongu Vellala Gounder,Other Diploma,Private Sector,INR 50 thousand to 1 lakh,Tamil,Admin/Secretarial,Hindu,real
Others,M.Sc. (Science),Private Sector,INR 50 thousand to 1 lakh,Tamil,Admin/Secretarial,Christian,real
Urali Gounder,M.Phil. (Philosophy),Private Sector,INR 50 thousand to 1 lakh,Tamil,Admin/Secretarial,Hindu,real
Others,M.Sc. (Science),Not Working,INR 50 thousand to 1 lakh,Tamil,Business Owner/Entrepreneur,Christian,real
Brahmin,Other Diploma,Others,INR 50 thousand to 1 lakh,Tamil,Business Owner/Entrepreneur,Hindu,real
Muthuraja,M.Com. (Commerce),Private Sector,INR 50 thousand to 1 lakh,Tamil,Education/Training,Hindu,real
Brahmin,PG Diploma,Private Sector,INR 50 thousand to 1 lakh,Tamil,Others,Hindu,real
Digambar,12th,Others,INR 50 thousand to 1 lakh,Tamil,Real Estate,Jain,real
Nadar,B.Com (Commerce),Private Sector,INR 7 lakhs to 10 lakhs,Tamil,Banking/Insurance/Financial Services,Hindu,real
Brahmin,CA (Chartered Accountant),Private Sector,INR 7 lakhs to 10 lakhs,Tamil,Banking/Insurance/Financial Services,Hindu,real
Vishwakarma,Other Diploma,Private Sector,INR 7 lakhs to 10 lakhs,Tamil,Construction,Hindu,real
Kulalar,BPT (Physiotherapy),Private Sector,INR 7 lakhs to 10 lakhs,Tamil,Education/Training,Hindu,real
Brahmin,BE B.Tech (Engineering),Public Sector,INR 7 lakhs to 10 lakhs,Tamil,Electronics,Hindu,real
Brahmin - Iyer,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Tamil,Finance and Accounts,Hindu,real
