caste1,degree,employed1,income1,mother1,occupation,religion1,account
Bhumihar Brahmin,10th,Central Government,INR 30 lakhs to 40 lakhs,Haryanvi,Sales/Business Development,Hindu,fake
"Banjara,Lambani",10th,Public Sector,INR 25 lakhs to 30 lakhs,Bengali,Finance and Accounts,Sikh,fake
Vaddera,10th,Public Sector,INR 30 lakhs to 40 lakhs,Kutchi,IT,Hindu,fake
Kumawat,12th,Public Sector,INR 40 lakhs to 50 lakhs,Kannada,Admin/Secretarial,Jain,fake
Brahmin - Gaur,10th,State Government,INR 30 lakhs to 40 lakhs,Kannada,Science,Christian,fake
Vannia Kula Kshatriyar,12th,State Government,INR 30 lakhs to 40 lakhs,Himachali/Pahari,Others,Christian,fake
Dhobi,10th,Central Government,INR 20 lakhs to 25 lakhs,Garhwali,Architecture/Design,Muslim,fake
Munnuru Kapu,12th,Public Sector,INR 20 lakhs to 25 lakhs,Kumoani,Banking/Insurance/Financial Services,Buddhist,fake
Brahmin - Kumoani,10th,Central Government,INR 30 lakhs to 40 lakhs,Swedish,Marketing and Communications,Christian,fake
Munnuru Kapu,10th,State Government,INR 25 lakhs to 30 lakhs,Pushtu,Education/Training,Jain,fake
Prajapati,12th,Public Sector,INR 30 lakhs to 40 lakhs,Malayalam,Telecom/ISP,Sikh,fake
Baishnab,12th,Central Government,INR 20 lakhs to 25 lakhs,Persian,Merchant Navy,Hindu,fake
Brahmin -Gowd Saraswat,12th,Private Sector,INR 25 lakhs to 30 lakhs,English,Health Care,Buddhist,fake
Kori,12th,Private Sector,INR 30 lakhs to 40 lakhs,Garhwali,Government Employee,Christian,fake
Mahajan,12th,Central Government,INR 25 lakhs to 30 lakhs,Kumoani,Artists/Animators/Web Designers,Buddhist,fake
Sikh - Ravidasia,12th,Public Sector,INR 40 lakhs to 50 lakhs,Garhwali,Marketing and Communications,Sikh,fake
Saini,12th,Public Sector,INR 30 lakhs to 40 lakhs,Somali,Artists/Animators/Web Designers,Jain,fake
Chhetri,10th,Central Government,INR 30 lakhs to 40 lakhs,Tamil,Marketing and Communications,Buddhist,fake
Brahmin - Sikhwal,10th,Public Sector,INR 30 lakhs to 40 lakhs,Haryanvi,Export/Import,Buddhist,fake
Meru Darji,12th,Central Government,INR 25 lakhs to 30 lakhs,Magahi,Management/Corporate Professionals,Christian,fake
Bunt (Shetty),10th,Central Government,INR 25 lakhs to 30 lakhs,Dogri,Health Care,Hindu,fake
Panicker,12th,State Government,INR 30 lakhs to 40 lakhs,Pushtu,Beauty/Fashion/Jewellery Designers,Jain,fake
Lambani,10th,Public Sector,INR 25 lakhs to 30 lakhs,Others,Purchase/Logistics/Supply chain,Muslim,fake
Gurjar,12th,Private Sector,INR 30 lakhs to 40 lakhs,Kannada,Sales/Business Development,Jain,fake
Karana,10th,Private Sector,INR 20 lakhs to 25 lakhs,Kutchi,Real Estate,Hindu,fake
Shikarpuri Sindhi,10th,Private Sector,INR 50 lakhs and above,marwari,Artists/Animators/Web Designers,Christian,fake
Brahmin - Pandit,10th,State Government,INR 25 lakhs to 30 lakhs,Tulu,Banking/Insurance/Financial Services,Christian,fake
Brahmin - Velanadu,12th,Public Sector,INR 30 lakhs to 40 lakhs,Marathi,Construction,Muslim,fake
Sikh - Majabi,12th,State Government,INR 25 lakhs to 30 lakhs,Kutchi,Others,Hindu,fake
Mudaliar Arcot,12th,Public Sector,INR 50 lakhs and above,Magahi,Civil Services/Law Enforcement,Sikh,fake
Vellalar,10th,Public Sector,INR 20 lakhs to 25 lakhs,Santhali,Human Resource,Jain,fake
Leva patil,10th,Central Government,INR 30 lakhs to 40 lakhs,Santhali,Others,Sikh,fake
Swakula Sali,10th,Central Government,INR 30 lakhs to 40 lakhs,Konkani,Customer Service/Call Centre/BPO,Muslim,fake
"Gupta,Baniya,Vaish",10th,Public Sector,INR 25 lakhs to 30 lakhs,Maithili,Travel/Airlines,Christian,fake
Leva Patidar,10th,Public Sector,INR 50 lakhs and above,Santhali,Non Working,Sikh,fake
Dhobi,10th,Private Sector,INR 30 lakhs to 40 lakhs,Santhali,Telecom/ISP,Christian,fake
Veera Saivam,10th,Private Sector,INR 25 lakhs to 30 lakhs,Magahi,Marketing and Communications,Buddhist,fake
Vaishya Vani,10th,Private Sector,INR 30 lakhs to 40 lakhs,Arabic ,Artists/Animators/Web Designers,Buddhist,fake
Swarnakar,10th,Central Government,INR 30 lakhs to 40 lakhs,Sanskrit,Management/Corporate Professionals,Buddhist,fake
Catholic,10th,Central Government,INR 30 lakhs to 40 lakhs,Kannada,Finance and Accounts,Sikh,fake
"Panchal,Suthar",10th,Private Sector,INR 30 lakhs to 40 lakhs,Telugu,Defence/Merchant Navy,Muslim,fake
Mathur,12th,Central Government,INR 25 lakhs to 30 lakhs,Malayalam,Legal,Muslim,fake
Brahmin - Namboodiri,12th,Public Sector,INR 30 lakhs to 40 lakhs,Chatisgarhi,Merchant Navy,Jain,fake
Adi Karnataka,12th,State Government,INR 30 lakhs to 40 lakhs,Thadou kuki,Admin/Secretarial,Buddhist,fake
Teli,10th,Central Government,INR 25 lakhs to 30 lakhs,Marathi,Sales/Business Development,Christian,fake
Mathur,12th,State Government,INR 40 lakhs to 50 lakhs,Konkani,Real Estate,Christian,fake
Catholic,12th,Private Sector,INR 30 lakhs to 40 lakhs,Oriya,Education/Training,Muslim,fake
"Khatri,Punjabi",12th,Public Sector,INR 30 lakhs to 40 lakhs,Nepali,Real Estate,Buddhist,fake
Arya Vysya,12th,Public Sector,INR 40 lakhs to 50 lakhs,Arabic ,Real Estate,Buddhist,fake
Leva patel,10th,Central Government,INR 50 lakhs and above,Garhwali,Banking/Insurance/Financial Services,Sikh,fake
Meena,10th,Private Sector,INR 25 lakhs to 30 lakhs,Kashmiri,Sales/Business Development,Hindu,fake
Chaudary,10th,Public Sector,INR 25 lakhs to 30 lakhs,Kumoani,Admin/Secretarial,Sikh,fake
"Bengali,Nepali",12th,Central Government,INR 30 lakhs to 40 lakhs,Hindi,IT,Jain,fake
OBC/Barber/Naayee,10th,State Government,INR 25 lakhs to 30 lakhs,Thadou kuki,Legal,Hindu,fake
Balija,12th,Private Sector,INR 30 lakhs to 40 lakhs,Kumoani,Government Employee,Hindu,fake
Agri,12th,Public Sector,INR 25 lakhs to 30 lakhs,Oriya,Admin/Secretarial,Buddhist,fake
Monchi,12th,Public Sector,INR 25 lakhs to 30 lakhs,Himachali/Pahari,Banking/Insurance/Financial Services,Buddhist,fake
MahisyaSaurashtra,12th,Private Sector,INR 40 lakhs to 50 lakhs,Maithili,Others,Jain,fake
"Gupta,Baniya,Vaish",12th,Central Government,INR 40 lakhs to 50 lakhs,Chatisgarhi,Banking/Insurance/Financial Services,Muslim,fake
Vaishnav,10th,Private Sector,INR 40 lakhs to 50 lakhs,Bengali,Management/Corporate Professionals,Buddhist,fake
Vysya,10th,Central Government,INR 20 lakhs to 25 lakhs,Persian,Advertising/Entertainment/Media,Christian,fake
Sikh - Jat,12th,Private Sector,INR 30 lakhs to 40 lakhs,Kutchi,Others,Buddhist,fake
Rajput,12th,Central Government,INR 25 lakhs to 30 lakhs,Sanskrit,Legal,Muslim,fake
Veera Saivam,12th,Private Sector,INR 20 lakhs to 25 lakhs,Oriya,Manufacturing/Engineering/R&D,Christian,fake
Vaniya,12th,Private Sector,INR 25 lakhs to 30 lakhs,Gujarati,Advertising/Entertainment/Media ,Buddhist,fake
Nayaka,10th,Private Sector,INR 20 lakhs to 25 lakhs,English,Admin/Secretarial,Muslim,fake
Brahmin - Vaidiki,12th,Public Sector,INR 30 lakhs to 40 lakhs,Manipuri,Education/Training,Buddhist,fake
Sindhi,10th,Central Government,INR 30 lakhs to 40 lakhs,English,Export/Import,Muslim,fake
Sikh - Arora,12th,Central Government,INR 30 lakhs to 40 lakhs,Garo,Defence,Muslim,fake
Karuneegar,12th,Public Sector,INR 30 lakhs to 40 lakhs,Tamil,Admin/Secretarial,Christian,fake
Garhwali,10th,State Government,INR 25 lakhs to 30 lakhs,Garhwali,Customer Service/Call Centre/BPO,Christian,fake
Nhavi,10th,Private Sector,INR 30 lakhs to 40 lakhs,Kumoani,Defence,Jain,fake
Brahmin - Bhatt,12th,Private Sector,INR 25 lakhs to 30 lakhs,Arabic ,Defence/Management/Corporate Professionals,Muslim,fake
Jeer,10th,Private Sector,INR 40 lakhs to 50 lakhs,Hindi,Civil Services/Law Enforcement,Jain,fake
Viswabrahmin,10th,State Government,INR 50 lakhs and above,Tulu,Purchase/Logistics/Supply chain,Hindu,fake
Vaish,12th,State Government,INR 50 lakhs and above,Swedish,Beauty/Fashion/Jewellery Designers,Hindu,fake
Sikh - Tonk Kshatriya,10th,State Government,INR 30 lakhs to 40 lakhs,Kutchi,Purchase/Logistics/Supply chain,Buddhist,fake
Kulalar,12th,Private Sector,INR 20 lakhs to 25 lakhs,Coorgi,Sales/Business Development,Jain,fake
Gandla,12th,Private Sector,INR 20 lakhs to 25 lakhs,Sindhi,Defence/Management/Corporate Professionals,Jain,fake
Maurya,12th,State Government,INR 25 lakhs to 30 lakhs,Santhali,Construction,Sikh,fake
Vaish,12th,State Government,INR 25 lakhs to 30 lakhs,Manipuri,Education/Training,Buddhist,fake
Sikh - Lubana,12th,State Government,INR 50 lakhs and above,marwari,Human Resource,Sikh,fake
Brahmin - Bhumihar,10th,State Government,INR 20 lakhs to 25 lakhs,Marwari,Defence,Hindu,fake
Lambani,10th,Public Sector,INR 30 lakhs to 40 lakhs,Kannada,Finance and Accounts,Jain,fake
Bhumihar Brahmin,10th,State Government,INR 30 lakhs to 40 lakhs,Dogri,Export/Import,Buddhist,fake
Sikh - Arora,10th,Private Sector,INR 30 lakhs to 40 lakhs,Mizo,Merchant Navy,Muslim,fake
"Koiri,Kushwaha,Maurya",12th,Public Sector,INR 25 lakhs to 30 lakhs,Swedish,Customer Service/Call Centre/BPO,Jain,fake
Ganda,10th,Private Sector,INR 50 lakhs and above,Nepali,Admin/Secretarial,Buddhist,fake
Kushwaha (Koiri),12th,Public Sector,INR 20 lakhs to 25 lakhs,Arunachali,Hotels/Restaurants,Sikh,fake
Brahmin - Pandit,12th,State Government,INR 25 lakhs to 30 lakhs,Marwari,Health Care,Christian,fake
Shimpi,10th,Private Sector,INR 50 lakhs and above,Chatisgarhi,Hotels/Restaurants,Christian,fake
Brahmin - Maithil,10th,Private Sector,INR 25 lakhs to 30 lakhs,Sindhi,Banking/Insurance/Financial Services,Muslim,fake
Sakkhar Sindhi,10th,Central Government,INR 25 lakhs to 30 lakhs,Arabic ,Legal,Sikh,fake
Velaan/Vellalar,10th,Central Government,INR 20 lakhs to 25 lakhs,Somali,Oil/Gas,Muslim,fake
Setti Balija,10th,Public Sector,INR 25 lakhs to 30 lakhs,Swedish,Health Care,Sikh,fake
Iyengar,12th,Public Sector,INR 30 lakhs to 40 lakhs,Lambani,Health Care,Christian,fake
Brahmin - Maithil,12th,State Government,INR 25 lakhs to 30 lakhs,marwari,Banking/Insurance/Financial Services,Muslim,fake
Vellalar,12th,Private Sector,INR 25 lakhs to 30 lakhs,Haryanvi,Pharmaceutical/Biotechnology,Hindu,fake
Leva patel,12th,Public Sector,INR 25 lakhs to 30 lakhs,Garo,Civil Services/Law Enforcement,Hindu,fake
Chattada Sri Vaishnava,12th,Central Government,INR 20 lakhs to 25 lakhs,Haryanvi,Health Care,Buddhist,fake
Kapu Naidu,10th,Private Sector,INR 30 lakhs to 40 lakhs,Telugu,Non Working,Jain,fake
Monchi,10th,Private Sector,INR 30 lakhs to 40 lakhs,Others,Admin/Secretarial,Muslim,fake
Banjara,10th,Central Government,INR 25 lakhs to 30 lakhs,Awadhi,Real Estate,Hindu,fake
Gandla,10th,Private Sector,INR 30 lakhs to 40 lakhs,Sowrashtra,Defence,Jain,fake
Brahmin - Sri Vaishnava,10th,Private Sector,INR 50 lakhs and above,Haryanvi,Civil Services/Law Enforcement,Hindu,fake
Konkani,10th,Central Government,INR 40 lakhs to 50 lakhs,Garo,Non Working,Sikh,fake
Brahmin - Vaidiki,10th,Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Advertising/Entertainment/Media ,Buddhist,fake
Sikh - Bhatra,12th,Central Government,INR 25 lakhs to 30 lakhs,Malayalam,Non Working,Sikh,fake
Kumbhakar,10th,Central Government,INR 25 lakhs to 30 lakhs,Sindhi,Health Care,Jain,fake
Chandraseniya Kayastha Prab,10th,Central Government,INR 40 lakhs to 50 lakhs,Swedish,Oil/Gas,Muslim,fake
Naik/Nayaka,10th,Public Sector,INR 25 lakhs to 30 lakhs,Awadhi,Defence/Merchant Navy,Christian,fake
"Sonar,Soni",10th,Central Government,INR 50 lakhs and above,Somali,Government Employee,Buddhist,fake
Sikh - Arora,10th,State Government,INR 20 lakhs to 25 lakhs,Punjabi,Merchant Navy,Muslim,fake
Mudiraj,12th,State Government,INR 20 lakhs to 25 lakhs,Bhojpuri,Pharmaceutical/Biotechnology,Buddhist,fake
Sindhi-Amil,12th,Private Sector,INR 30 lakhs to 40 lakhs,Bihari,Export/Import,Jain,fake
Dhiman,12th,Public Sector,INR 40 lakhs to 50 lakhs,Kannada,Non Working,Muslim,fake
Gavara,12th,Public Sector,INR 25 lakhs to 30 lakhs,Marwari,Travel/Airlines,Sikh,fake
Brahmin - Madhwa,12th,State Government,INR 25 lakhs to 30 lakhs,Sanskrit,Oil/Gas,Hindu,fake
Brahmin - Vaidiki,10th,Public Sector,INR 30 lakhs to 40 lakhs,Bengali,Sales/Business Development,Jain,fake
Jogi (Nath),10th,Public Sector,INR 25 lakhs to 30 lakhs,Magahi,Banking/Insurance/Financial Services,Muslim,fake
Catholic,12th,Central Government,INR 25 lakhs to 30 lakhs,Thadou kuki,Export/Import,Hindu,fake
Khatri,12th,State Government,INR 30 lakhs to 40 lakhs,Bihari,Pharmaceutical/Biotechnology,Christian,fake
Vaddera,12th,Private Sector,INR 20 lakhs to 25 lakhs,English,Finance and Accounts,Jain,fake
Nai,12th,Public Sector,INR 20 lakhs to 25 lakhs,Badaga,Science,Jain,fake
Swakula Sali,10th,Public Sector,INR 40 lakhs to 50 lakhs,marwari,Defence/Merchant Navy,Jain,fake
Lingayath,12th,State Government,INR 30 lakhs to 40 lakhs,Awadhi,Human Resource,Muslim,fake
Munnuru Kapu,10th,Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Non Working,Jain,fake
Mukkulathor,12th,State Government,INR 20 lakhs to 25 lakhs,Lambani,Science,Muslim,fake
Nayaka,12th,State Government,INR 20 lakhs to 25 lakhs,Tamil,Advertising/Entertainment/Media,Christian,fake
Brahmin - Shivhalli,10th,Private Sector,INR 25 lakhs to 30 lakhs,Kannada,Real Estate,Sikh,fake
Panicker,10th,Central Government,INR 20 lakhs to 25 lakhs,Khasi,Customer Service/Call Centre/BPO,Christian,fake
Telaga,12th,Private Sector,INR 30 lakhs to 40 lakhs,Marwari,Non Working,Buddhist,fake
Brahmin 6000 Niyogi,12th,Central Government,INR 20 lakhs to 25 lakhs,Coorgi,Electronics,Christian,fake
Keralite,12th,State Government,INR 20 lakhs to 25 lakhs,Somali,Civil Services/Law Enforcement,Sikh,fake
"Scheduled Caste,Gowda",12th,State Government,INR 50 lakhs and above,Santhali,Pharmaceutical/Biotechnology,Hindu,fake
Bishnoi/Vishnoi,10th,Public Sector,INR 50 lakhs and above,Badaga,Civil Services/Law Enforcement,Sikh,fake
Lingayath,12th,Private Sector,INR 40 lakhs to 50 lakhs,English,Civil Services/Law Enforcement,Jain,fake
"Scheduled Caste,Mahar",12th,Central Government,INR 25 lakhs to 30 lakhs,Bengali,Pharmaceutical/Biotechnology,Hindu,fake
Sikh - Rajput,10th,Private Sector,INR 30 lakhs to 40 lakhs,Bengali,Travel/Airlines,Sikh,fake
Namasudra,10th,Public Sector,INR 20 lakhs to 25 lakhs,Bengali,Government Employee,Hindu,fake
Vaniya,12th,State Government,INR 30 lakhs to 40 lakhs,Bhojpuri,Science,Buddhist,fake
Patil,10th,State Government,INR 50 lakhs and above,English,Science,Jain,fake
Brahmin - Nagar,12th,Private Sector,INR 40 lakhs to 50 lakhs,Awadhi,Human Resource,Sikh,fake
Brahmin - Jhadua,B.Plan (Planning),Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Banking/Insurance/Financial Services,Sikh,fake
Bishnoi/Vishnoi,MSW (Social Work),Public Sector,INR 50 lakhs and above,Urdu,IT,Sikh,fake
Kahar,BCA (Computer Application),Central Government,INR 30 lakhs to 40 lakhs,Urdu,Government Employee,Sikh,fake
Mudiraj,Other Diploma,Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Education/Training,Sikh,fake
Brahmin - Kokanastha,Integrated PG,Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Civil Services/Law Enforcement,Buddhist,fake
Kshatriya,BL/LLB/BGL (Law),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Business Owner/Entrepreneur,Christian,fake
Brahmin - Rudraj,MDS (Master of Dental Surgery),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Legal,Buddhist,fake
Padmasali,Arts/Graphic Designing,Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Legal,Hindu,fake
Adi Andhra,BFA (Fine Arts),Private Sector,INR 50 lakhs and above,Urdu,Customer Service/Call Centre/BPO,Sikh,fake
Leva patil,MBBS,Private Sector,INR 25 lakhs to 30 lakhs,Urdu,IT,Jain,fake
Sindhi-Rohiri,M.Sc. (Science),Central Government,INR 50 lakhs and above,Urdu,IT,Sikh,fake
Mapila,B.Plan (Planning),Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Artists/Animators/Web Designers,Buddhist,fake
Brahmin - Maithil,BDS (Dental Surgery),Public Sector,INR 20 lakhs to 25 lakhs,Urdu,Customer Service/Call Centre/BPO,Christian,fake
Sindhi-Hyderabadi,ME/M.Tech/MS (Engg/Sciences),Central Government,INR 50 lakhs and above,Urdu,Architecture/Design,Hindu,fake
Patel Kadva,M.Phil. (Philosophy),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Banking/Insurance/Financial Services,Buddhist,fake
Lingayath,B.Plan (Planning),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Science,Buddhist,fake
Gowda,PG Diploma,State Government,INR 25 lakhs to 30 lakhs,Urdu,Travel/Airlines,Jain,fake
Sehwani Sindhi,BL/LLB/BGL (Law),Public Sector,INR 20 lakhs to 25 lakhs,Urdu,Architecture/Design,Hindu,fake
Leva patel,Bachelor of Fashion Technology,Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Manufacturing/Engineering/R&D,Buddhist,fake
Settibalija,Integrated PG,Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Human Resource,Buddhist,fake
Ezhava,B.Arch (Architecture),Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Human Resource,Christian,fake
Varshney,Other Diploma,Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Architecture/Design,Christian,fake
Adi Karnataka,BDS (Dental Surgery),Private Sector,INR 50 lakhs and above,Urdu,Pharmaceutical/Biotechnology,Jain,fake
Mudaliar Saiva,Master of Fashion Technology,Central Government,INR 30 lakhs to 40 lakhs,Urdu,Travel/Airlines,Christian,fake
Brahmin - Goswami/Gosavi,M.Plan. (Planning),State Government,INR 25 lakhs to 30 lakhs,Urdu,Construction,Hindu,fake
Tamil Yadava,Bachelor of Fashion Technology,Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Government Employee,Buddhist,fake
Brahmin - Tyagi,MCA/PGDCA,Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Purchase/Logistics/Supply chain,Sikh,fake
Iyengar,B.Sc (Science),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Pharmaceutical/Biotechnology,Buddhist,fake
Badaga,BFA (Fine Arts),Central Government,INR 30 lakhs to 40 lakhs,Urdu,Education/Training,Hindu,fake
Goud,Master of Hospital Administration,Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Oil/Gas,Buddhist,fake
Sikh - Rajput,Engineering,Central Government,INR 25 lakhs to 30 lakhs,Urdu,Defence/Management/Corporate Professionals,Christian,fake
Rajbonshi,CA (Chartered Accountant),Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Non Working,Buddhist,fake
Sikh - Kamboj,MDS (Master of Dental Surgery),State Government,INR 20 lakhs to 25 lakhs,Urdu,Telecom/ISP,Sikh,fake
Mathur,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 40 lakhs to 50 lakhs,Urdu,IT,Christian,fake
Sozhiya Vellalar,BL/LLB/BGL (Law),Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Legal,Jain,fake
Savji,B.Arch (Architecture),Central Government,INR 25 lakhs to 30 lakhs,Urdu,Banking/Insurance/Financial Services,Christian,fake
Sadgope,M.Ed. (Education),State Government,INR 50 lakhs and above,Urdu,Architecture/Design,Hindu,fake
Brahmin - Iyengar,B.El.Ed (Elementary Education),Public Sector,INR 40 lakhs to 50 lakhs,Urdu,Architecture/Design,Sikh,fake
Mahajan,B.Arch (Architecture),Private Sector,INR 50 lakhs and above,Urdu,Pharmaceutical/Biotechnology,Hindu,fake
Mali,MA (Arts),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Government Employee,Christian,fake
Brahmin - Rarhi,MA (Arts),Central Government,INR 25 lakhs to 30 lakhs,Urdu,Manufacturing/Engineering/R&D,Christian,fake
Ambalavasi,BBA/BBM/BBS,Central Government,INR 50 lakhs and above,Urdu,Advertising/Entertainment/Media ,Buddhist,fake
Chettiar,B.Sc (Science),State Government,INR 40 lakhs to 50 lakhs,Urdu,Purchase/Logistics/Supply chain,Hindu,fake
Pal,M.Lib.Sc. (Library Sciences),Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Banking/Insurance/Financial Services,Buddhist,fake
Brahmin - Telugu,BL/LLB/BGL (Law),Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Government Employee,Sikh,fake
Vannia Kula Kshatriyar,Other Doctorate,Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Banking/Insurance/Financial Services,Buddhist,fake
Mangalorean,10th,State Government,INR 25 lakhs to 30 lakhs,Urdu,Export/Import,Sikh,fake
Mahishya,Other Doctorate,Public Sector,INR 20 lakhs to 25 lakhs,Urdu,Business Owner/Entrepreneur,Hindu,fake
Telaga,BDS (Dental Surgery),Central Government,INR 20 lakhs to 25 lakhs,Urdu,Human Resource,Buddhist,fake
Chaurasia,PG Diploma,Central Government,INR 30 lakhs to 40 lakhs,Urdu,Education/Training,Hindu,fake
Vaishya,B.Arch (Architecture),Public Sector,INR 40 lakhs to 50 lakhs,Urdu,Beauty/Fashion/Jewellery Designers,Sikh,fake
Agarwal,ME/M.Tech/MS (Engg/Sciences),Public Sector,INR 20 lakhs to 25 lakhs,Urdu,Architecture/Design,Jain,fake
Brahmin - Gaur,PG Diploma,Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Customer Service/Call Centre/BPO,Hindu,fake
Velaan/Vellalar,MSW (Social Work),State Government,INR 40 lakhs to 50 lakhs,Urdu,Others,Jain,fake
Rajput Rohella/Tank,M.Com. (Commerce),Public Sector,INR 20 lakhs to 25 lakhs,Urdu,Management/Corporate Professionals,Sikh,fake
Gujjar,B.Plan (Planning),State Government,INR 30 lakhs to 40 lakhs,Urdu,Agriculture,Christian,fake
Kalinga Vysya,BFA (Fine Arts),Private Sector,INR 50 lakhs and above,Urdu,Defence,Sikh,fake
Sikh - Intercaste,BDS (Dental Surgery),State Government,INR 30 lakhs to 40 lakhs,Urdu,Advertising/Entertainment/Media,Sikh,fake
Vania,BHMS (Homeopathy),Central Government,INR 25 lakhs to 30 lakhs,Urdu,Banking/Insurance/Financial Services,Sikh,fake
Prajapati,Bachelor of Fashion Technology,Public Sector,INR 40 lakhs to 50 lakhs,Urdu,Banking/Insurance/Financial Services,Christian,fake
Adi Andhra,B.Sc (Science),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Merchant Navy,Jain,fake
Nepali,B.Sc (Science),State Government,INR 40 lakhs to 50 lakhs,Urdu,Human Resource,Sikh,fake
Tamboli,B.Com (Commerce),Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Science,Christian,fake
Mochi,BDS (Dental Surgery),Private Sector,INR 40 lakhs to 50 lakhs,Urdu,Advertising/Entertainment/Media,Christian,fake
Naicker,Master of Fashion Technology,Central Government,INR 30 lakhs to 40 lakhs,Urdu,Sales/Business Development,Jain,fake
Brahmin - Sri Vaishnava,M.Ed. (Education),State Government,INR 40 lakhs to 50 lakhs,Urdu,Advertising/Entertainment/Media ,Sikh,fake
Brahmin - Halua,BL/LLB/BGL (Law),State Government,INR 25 lakhs to 30 lakhs,Urdu,Purchase/Logistics/Supply chain,Sikh,fake
Vannia Kula Kshatriyar,Integrated PG,State Government,INR 25 lakhs to 30 lakhs,Urdu,Business Owner/Entrepreneur,Hindu,fake
Brahmin - Sanadya,B.Sc (Science),Central Government,INR 30 lakhs to 40 lakhs,Urdu,Pharmaceutical/Biotechnology,Christian,fake
Brahmin Kanada Madhva,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 20 lakhs to 25 lakhs,Urdu,Banking/Insurance/Financial Services,Jain,fake
Sikh - Gursikh,PG Diploma,Private Sector,INR 25 lakhs to 30 lakhs,Urdu,Artists/Animators/Web Designers,Hindu,fake
Brahmin - Jangra,Engineering,State Government,INR 20 lakhs to 25 lakhs,Urdu,Beauty/Fashion/Jewellery Designers,Christian,fake
Varshney,BFA (Fine Arts),Central Government,INR 20 lakhs to 25 lakhs,Urdu,Sales/Business Development,Buddhist,fake
Urs,Ph.D. (Doctorate),Public Sector,INR 25 lakhs to 30 lakhs,Urdu,Purchase/Logistics/Supply chain,Buddhist,fake
Kamma,MBA/PGDM,Private Sector,INR 30 lakhs to 40 lakhs,Urdu,Education/Training,Hindu,fake
Kunbi,Other Doctorate,Central Government,INR 25 lakhs to 30 lakhs,Urdu,Beauty/Fashion/Jewellery Designers,Hindu,fake
Sikh - Jat,BDS (Dental Surgery),State Government,INR 25 lakhs to 30 lakhs,Urdu,Artists/Animators/Web Designers,Buddhist,fake
Sindhi-Lohana,PG Diploma,Central Government,INR 50 lakhs and above,Urdu,Agriculture,Christian,fake
Adi Dravida,B.Com (Commerce),State Government,INR 25 lakhs to 30 lakhs,Urdu,Telecom/ISP,Jain,fake
Nayaka,M.Ed. (Education),Central Government,INR 25 lakhs to 30 lakhs,Urdu,Pharmaceutical/Biotechnology,Christian,fake
Saliya,Integrated PG,Central Government,INR 25 lakhs to 30 lakhs,Urdu,Non Working,Christian,fake
Kshatriya,Integrated PG,State Government,INR 20 lakhs to 25 lakhs,Urdu,Banking/Insurance/Financial Services,Christian,fake
Shah,B.Arch (Architecture),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Merchant Navy,Christian,fake
Shikarpuri Sindhi,B.Sc (Science),Public Sector,INR 30 lakhs to 40 lakhs,Urdu,Admin/Secretarial,Hindu,fake
Mahishya,B.Plan (Planning),State Government,INR 30 lakhs to 40 lakhs,Urdu,Health Care,Hindu,fake
Brahmin - Barendra,ME/M.Tech/MS (Engg/Sciences),Public Sector,INR 20 lakhs to 25 lakhs,Urdu,Agriculture,Sikh,fake
Dhobi,BL/LLB/BGL (Law),Central Government,INR 25 lakhs to 30 lakhs,Urdu,Business Owner/Entrepreneur,Christian,fake
Chaurasia,Bachelor of Fashion Technology,Public Sector,INR 40 lakhs to 50 lakhs,Urdu,Artists/Animators/Web Designers,Sikh,fake
Kharwar,ME/M.Tech/MS (Engg/Sciences),State Government,INR 25 lakhs to 30 lakhs,Urdu,Purchase/Logistics/Supply chain,Jain,fake
